ID_Chamado,ID_Cliente,Hora_Abertura_Chamado,Hora_Inicio_Atendimento,Hora_Finalizacao_Atendimento
19361,68414598469,06/03/2025 às 07:09:41,06/03/2025 às 07:09:41,06/03/2025 às 07:22:36
19362,68414598469,26/03/2025 às 02:39:24,26/03/2025 às 02:39:54,26/03/2025 às 03:04:42
19363,68414598469,11/05/2025 às 07:23:04,11/05/2025 às 07:29:56,11/05/2025 às 08:23:56
19364,68414598469,23/04/2025 às 12:07:17,23/04/2025 às 12:13:59,23/04/2025 às 13:06:59
19365,68414598469,18/06/2025 às 23:59:55,19/06/2025 às 00:05:55,19/06/2025 às 00:46:15
19366,68414598469,26/02/2025 às 14:29:04,26/02/2025 às 14:45:32,26/02/2025 às 15:39:20
19367,68417605521,26/06/2025 às 16:44:46,26/06/2025 às 16:44:46,26/06/2025 às 16:47:35
19368,68430585031,08/05/2025 às 10:31:52,08/05/2025 às 10:31:52,08/05/2025 às 10:32:46
19369,68430585031,25/01/2025 às 03:56:41,25/01/2025 às 03:59:45,25/01/2025 às 04:42:16
19370,68431990486,04/06/2025 às 18:27:23,04/06/2025 às 18:27:23,04/06/2025 às 18:31:21
19371,68435225206,07/02/2025 às 00:19:59,07/02/2025 às 00:19:59,07/02/2025 às 00:27:24
19372,68439192171,25/05/2025 às 17:20:28,25/05/2025 às 17:20:28,25/05/2025 às 17:23:17
19373,68443261666,01/06/2025 às 07:27:10,01/06/2025 às 07:27:10,01/06/2025 às 07:28:59
19374,68446060471,07/05/2025 às 15:32:33,07/05/2025 às 15:32:33,07/05/2025 às 15:45:47
19375,68460351728,01/04/2025 às 07:57:05,01/04/2025 às 07:57:05,01/04/2025 às 08:08:11
19376,68463522776,13/06/2025 às 14:35:18,13/06/2025 às 14:35:18,13/06/2025 às 14:37:04
19377,68467597621,28/03/2025 às 15:59:10,28/03/2025 às 15:59:10,28/03/2025 às 16:16:22
19378,68472923190,03/03/2025 às 23:38:05,03/03/2025 às 23:38:05,03/03/2025 às 23:43:36
19379,68475251669,13/01/2025 às 20:18:26,13/01/2025 às 20:18:26,13/01/2025 às 20:32:53
19380,68475251669,29/06/2025 às 21:16:11,29/06/2025 às 21:26:04,29/06/2025 às 21:40:28
19381,68479604333,05/02/2025 às 18:52:12,05/02/2025 às 18:52:12,05/02/2025 às 18:53:46
19382,68490015549,08/04/2025 às 23:32:59,08/04/2025 às 23:32:59,08/04/2025 às 23:37:40
19383,68490173185,19/02/2025 às 08:01:36,19/02/2025 às 08:01:36,19/02/2025 às 08:08:45
19384,68492900695,11/04/2025 às 02:36:08,11/04/2025 às 02:36:08,11/04/2025 às 02:51:03
19385,68492900695,01/06/2025 às 04:43:29,01/06/2025 às 04:48:10,01/06/2025 às 05:24:31
19386,68492900695,07/05/2025 às 07:23:06,07/05/2025 às 07:42:47,07/05/2025 às 08:39:59
19387,68492900695,05/02/2025 às 11:43:37,05/02/2025 às 11:50:39,05/02/2025 às 12:17:35
19388,68492900695,27/01/2025 às 17:24:15,27/01/2025 às 17:42:59,27/01/2025 às 18:06:51
19389,68495092848,18/03/2025 às 21:44:06,18/03/2025 às 21:44:06,18/03/2025 às 21:45:49
19390,68496372577,10/06/2025 às 04:41:29,10/06/2025 às 04:41:29,10/06/2025 às 04:42:46
19391,68496372577,21/02/2025 às 23:15:51,21/02/2025 às 23:18:17,21/02/2025 às 23:30:28
19392,68496372577,04/02/2025 às 08:24:53,04/02/2025 às 08:41:37,04/02/2025 às 09:20:01
19393,68496372577,08/03/2025 às 04:37:01,08/03/2025 às 04:54:18,08/03/2025 às 05:48:33
19394,68496372577,24/01/2025 às 16:15:00,24/01/2025 às 16:33:10,24/01/2025 às 17:31:25
19395,68496372577,01/03/2025 às 18:10:05,01/03/2025 às 18:19:34,01/03/2025 às 18:47:19
19396,68496372577,16/05/2025 às 09:47:23,16/05/2025 às 09:52:40,16/05/2025 às 10:26:34
19397,68496372577,01/01/2025 às 22:55:00,01/01/2025 às 23:11:02,02/01/2025 às 00:09:32
19398,68497952088,25/02/2025 às 13:00:35,25/02/2025 às 13:00:35,25/02/2025 às 13:02:43
19399,68497952088,19/03/2025 às 12:20:51,19/03/2025 às 12:25:24,19/03/2025 às 12:49:36
19400,68509364359,26/03/2025 às 22:09:04,26/03/2025 às 22:09:04,26/03/2025 às 22:16:05
19401,68509733523,23/02/2025 às 01:32:05,23/02/2025 às 01:32:05,23/02/2025 às 01:48:40
19402,68509733523,23/02/2025 às 11:16:24,23/02/2025 às 11:24:23,23/02/2025 às 12:01:05
19403,68509733523,17/05/2025 às 06:11:32,17/05/2025 às 06:21:23,17/05/2025 às 07:09:03
19404,68509733523,16/05/2025 às 22:52:41,16/05/2025 às 22:58:39,17/05/2025 às 00:10:43
19405,68509733523,20/05/2025 às 19:57:19,20/05/2025 às 20:08:40,20/05/2025 às 21:09:56
19406,68509733523,16/04/2025 às 11:03:18,16/04/2025 às 11:20:08,16/04/2025 às 12:15:24
19407,68515724984,14/01/2025 às 21:11:14,14/01/2025 às 21:11:14,14/01/2025 às 21:21:48
19408,68535109660,13/02/2025 às 09:06:55,13/02/2025 às 09:06:55,13/02/2025 às 09:20:52
19409,68553313763,04/04/2025 às 22:51:56,04/04/2025 às 22:51:56,04/04/2025 às 22:53:40
19410,68554344708,24/02/2025 às 15:15:16,24/02/2025 às 15:15:16,24/02/2025 às 15:17:09
19411,68554356098,24/05/2025 às 08:29:44,24/05/2025 às 08:29:44,24/05/2025 às 08:36:16
19412,68556085512,14/02/2025 às 09:05:59,14/02/2025 às 09:05:59,14/02/2025 às 09:06:40
19413,68563991129,09/03/2025 às 08:06:16,09/03/2025 às 08:06:16,09/03/2025 às 08:24:58
19414,68579272739,03/05/2025 às 18:40:26,03/05/2025 às 18:40:26,03/05/2025 às 18:45:28
19415,68579272739,28/02/2025 às 01:06:34,28/02/2025 às 01:08:09,28/02/2025 às 02:01:27
19416,68579738227,01/02/2025 às 17:37:16,01/02/2025 às 17:37:16,01/02/2025 às 17:37:54
19417,68579738227,15/02/2025 às 10:57:51,15/02/2025 às 11:00:55,15/02/2025 às 11:27:13
19418,68579738227,07/03/2025 às 00:58:29,07/03/2025 às 01:09:26,07/03/2025 às 01:37:22
19419,68579738227,24/06/2025 às 07:21:57,24/06/2025 às 07:34:16,24/06/2025 às 07:59:00
19420,68582112268,03/05/2025 às 02:18:22,03/05/2025 às 02:18:22,03/05/2025 às 02:22:24
19421,68583715730,11/01/2025 às 23:37:28,11/01/2025 às 23:37:28,11/01/2025 às 23:45:18
19422,68596089638,28/02/2025 às 13:27:38,28/02/2025 às 13:27:38,28/02/2025 às 13:36:29
19423,68596089638,17/05/2025 às 01:46:56,17/05/2025 às 01:53:16,17/05/2025 às 02:33:04
19424,68596089638,21/04/2025 às 01:28:53,21/04/2025 às 01:38:39,21/04/2025 às 02:00:24
19425,68604977779,06/04/2025 às 01:43:00,06/04/2025 às 01:43:00,06/04/2025 às 01:51:03
19426,68607885078,05/01/2025 às 12:50:43,05/01/2025 às 12:50:43,05/01/2025 às 12:56:45
19427,68608163166,26/01/2025 às 19:36:45,26/01/2025 às 19:36:45,26/01/2025 às 19:37:55
19428,68612579205,08/01/2025 às 04:41:38,08/01/2025 às 04:41:38,08/01/2025 às 04:42:49
19429,68612579205,04/03/2025 às 07:52:51,04/03/2025 às 07:54:34,04/03/2025 às 08:04:15
19430,68613904795,25/06/2025 às 01:39:54,25/06/2025 às 01:39:54,25/06/2025 às 01:47:58
19431,68620661627,15/01/2025 às 04:42:05,15/01/2025 às 04:42:05,15/01/2025 às 04:50:53
19432,68638439572,07/03/2025 às 06:58:33,07/03/2025 às 06:58:33,07/03/2025 às 07:05:43
19433,68653321956,24/02/2025 às 02:29:48,24/02/2025 às 02:29:48,24/02/2025 às 02:37:54
19434,68653610168,26/01/2025 às 00:52:31,26/01/2025 às 00:52:31,26/01/2025 às 00:53:16
19435,68662866181,03/04/2025 às 11:43:56,03/04/2025 às 11:43:56,03/04/2025 às 11:52:03
19436,68667781811,13/04/2025 às 07:47:13,13/04/2025 às 07:47:13,13/04/2025 às 07:58:33
19437,68671556303,27/04/2025 às 07:28:58,27/04/2025 às 07:28:58,27/04/2025 às 07:35:47
19438,68676091308,09/03/2025 às 06:41:23,09/03/2025 às 06:41:23,09/03/2025 às 06:42:29
19439,68678229625,03/03/2025 às 16:47:33,03/03/2025 às 16:47:33,03/03/2025 às 16:55:24
19440,68678229625,08/04/2025 às 16:05:59,08/04/2025 às 16:07:45,08/04/2025 às 16:31:09
19441,68678229625,16/01/2025 às 12:28:08,16/01/2025 às 12:37:32,16/01/2025 às 13:53:28
19442,68678229625,26/02/2025 às 07:54:58,26/02/2025 às 08:02:21,26/02/2025 às 09:16:57
19443,68678229625,23/01/2025 às 14:04:28,23/01/2025 às 14:12:50,23/01/2025 às 15:14:42
19444,68678229625,16/02/2025 às 04:22:11,16/02/2025 às 04:34:11,16/02/2025 às 05:22:11
19445,68685874472,26/03/2025 às 07:27:21,26/03/2025 às 07:27:21,26/03/2025 às 07:34:46
19446,68689233659,15/01/2025 às 07:55:06,15/01/2025 às 07:55:06,15/01/2025 às 08:09:40
19447,68689233659,23/03/2025 às 04:16:35,23/03/2025 às 04:22:17,23/03/2025 às 05:12:59
19448,68692122349,16/04/2025 às 16:07:58,16/04/2025 às 16:07:58,16/04/2025 às 16:12:19
19449,68699237710,04/02/2025 às 05:26:57,04/02/2025 às 05:26:57,04/02/2025 às 05:27:57
19450,68699668127,25/05/2025 às 23:58:13,25/05/2025 às 23:58:13,26/05/2025 às 00:01:33
19451,68703926484,08/06/2025 às 20:53:49,08/06/2025 às 20:53:49,08/06/2025 às 21:00:46
19452,68703926484,20/01/2025 às 11:16:13,20/01/2025 às 11:24:13,20/01/2025 às 11:48:54
19453,68718302058,04/03/2025 às 11:30:28,04/03/2025 às 11:30:28,04/03/2025 às 11:43:04
19454,68718302058,13/04/2025 às 01:46:51,13/04/2025 às 01:48:36,13/04/2025 às 02:02:27
19455,68718302058,29/04/2025 às 01:39:55,29/04/2025 às 01:54:38,29/04/2025 às 02:16:35
19456,68719540696,09/03/2025 às 11:36:47,09/03/2025 às 11:36:47,09/03/2025 às 11:43:38
19457,68721940171,10/04/2025 às 22:15:20,10/04/2025 às 22:15:20,10/04/2025 às 22:22:07
19458,68723689819,22/03/2025 às 05:51:26,22/03/2025 às 05:51:26,22/03/2025 às 05:53:25
19459,68732895875,09/06/2025 às 11:38:12,09/06/2025 às 11:38:12,09/06/2025 às 11:39:05
19460,68740541002,25/03/2025 às 09:59:00,25/03/2025 às 09:59:00,25/03/2025 às 10:00:27
19461,68740541002,30/03/2025 às 19:30:12,30/03/2025 às 19:36:51,30/03/2025 às 20:02:00
19462,68740541002,12/04/2025 às 04:00:29,12/04/2025 às 04:19:17,12/04/2025 às 05:12:57
19463,68740541002,04/03/2025 às 02:27:33,04/03/2025 às 02:43:12,04/03/2025 às 04:01:00
19464,68740541002,27/06/2025 às 17:22:04,27/06/2025 às 17:38:11,27/06/2025 às 18:53:07
19465,68740541002,20/06/2025 às 23:57:41,21/06/2025 às 00:11:56,21/06/2025 às 00:50:08
19466,68741132932,14/03/2025 às 01:28:48,14/03/2025 às 01:28:48,14/03/2025 às 01:30:16
19467,68741597280,18/01/2025 às 01:30:22,18/01/2025 às 01:30:22,18/01/2025 às 01:34:03
19468,68741597280,25/03/2025 às 01:29:45,25/03/2025 às 01:33:18,25/03/2025 às 02:20:33
19469,68742968341,26/01/2025 às 15:28:57,26/01/2025 às 15:28:57,26/01/2025 às 15:34:39
19470,68743176377,27/06/2025 às 11:35:55,27/06/2025 às 11:35:55,27/06/2025 às 11:48:16
19471,68743176377,30/03/2025 às 06:59:36,30/03/2025 às 07:08:28,30/03/2025 às 07:29:34
19472,68743176377,27/06/2025 às 13:42:38,27/06/2025 às 14:02:33,27/06/2025 às 14:23:15
19473,68748709363,25/02/2025 às 08:38:58,25/02/2025 às 08:38:58,25/02/2025 às 08:40:56
19474,68749493050,15/04/2025 às 14:38:20,15/04/2025 às 14:38:20,15/04/2025 às 14:44:01
19475,68761772723,25/05/2025 às 04:50:57,25/05/2025 às 04:50:57,25/05/2025 às 04:52:33
19476,68761772723,19/01/2025 às 11:24:17,19/01/2025 às 11:24:34,19/01/2025 às 12:07:46
19477,68769455371,15/03/2025 às 15:11:55,15/03/2025 às 15:11:55,15/03/2025 às 15:13:40
19478,68769680487,05/04/2025 às 17:26:03,05/04/2025 às 17:26:03,05/04/2025 às 17:36:57
19479,68771191547,12/03/2025 às 08:21:10,12/03/2025 às 08:21:10,12/03/2025 às 08:36:09
19480,68771191547,24/06/2025 às 15:55:40,24/06/2025 às 16:05:14,24/06/2025 às 16:33:57
19481,68771191547,16/01/2025 às 12:53:56,16/01/2025 às 13:00:26,16/01/2025 às 13:12:28
19482,68784067044,25/01/2025 às 20:09:40,25/01/2025 às 20:09:40,25/01/2025 às 20:12:34
19483,68784067044,14/05/2025 às 13:47:20,14/05/2025 às 13:52:40,14/05/2025 às 14:32:32
19484,68784067044,25/01/2025 às 18:47:24,25/01/2025 às 18:54:06,25/01/2025 às 19:29:48
19485,68797614858,06/01/2025 às 01:06:27,06/01/2025 às 01:06:27,06/01/2025 às 01:14:44
19486,68802648903,10/04/2025 às 16:06:38,10/04/2025 às 16:06:38,10/04/2025 às 16:12:10
19487,68803444105,23/04/2025 às 04:12:43,23/04/2025 às 04:12:43,23/04/2025 às 04:14:08
19488,68807086025,05/01/2025 às 19:17:47,05/01/2025 às 19:17:47,05/01/2025 às 19:25:54
19489,68812863017,01/03/2025 às 20:03:14,01/03/2025 às 20:03:14,01/03/2025 às 20:12:38
19490,68816393937,12/04/2025 às 23:43:35,12/04/2025 às 23:43:35,12/04/2025 às 23:48:18
19491,68821692367,13/02/2025 às 17:57:44,13/02/2025 às 17:57:44,13/02/2025 às 18:08:43
19492,68821692367,28/06/2025 às 09:07:59,28/06/2025 às 09:13:35,28/06/2025 às 10:00:35
19493,68821692367,11/06/2025 às 19:36:46,11/06/2025 às 19:47:20,11/06/2025 às 20:22:20
19494,68821692367,08/01/2025 às 03:06:53,08/01/2025 às 03:26:26,08/01/2025 às 04:16:42
19495,68821692367,23/03/2025 às 10:48:24,23/03/2025 às 11:03:31,23/03/2025 às 11:26:59
19496,68821692367,17/06/2025 às 23:02:19,17/06/2025 às 23:16:24,17/06/2025 às 23:47:00
19497,68821692367,12/01/2025 às 23:39:57,12/01/2025 às 23:58:06,13/01/2025 às 00:48:26
19498,68827883189,18/03/2025 às 15:06:02,18/03/2025 às 15:06:02,18/03/2025 às 15:16:33
19499,68828204528,16/02/2025 às 13:42:53,16/02/2025 às 13:42:53,16/02/2025 às 13:51:09
19500,68830611738,03/04/2025 às 16:48:13,03/04/2025 às 16:48:13,03/04/2025 às 16:49:30
19501,68834363842,15/02/2025 às 19:02:47,15/02/2025 às 19:02:47,15/02/2025 às 19:05:42
19502,68838403822,12/04/2025 às 01:50:21,12/04/2025 às 01:50:21,12/04/2025 às 01:52:06
19503,68840640513,19/01/2025 às 08:09:48,19/01/2025 às 08:09:48,19/01/2025 às 08:26:26
19504,68840640513,13/05/2025 às 18:46:00,13/05/2025 às 18:46:10,13/05/2025 às 19:35:52
19505,68841780731,09/01/2025 às 16:46:41,09/01/2025 às 16:46:41,09/01/2025 às 16:49:32
19506,68845566750,14/02/2025 às 20:19:41,14/02/2025 às 20:19:41,14/02/2025 às 20:30:00
19507,68861810077,18/04/2025 às 17:21:02,18/04/2025 às 17:21:02,18/04/2025 às 17:22:44
19508,68861904935,18/03/2025 às 21:07:29,18/03/2025 às 21:07:29,18/03/2025 às 21:25:34
19509,68874156264,08/02/2025 às 14:30:07,08/02/2025 às 14:30:07,08/02/2025 às 14:48:45
19510,68880131944,28/04/2025 às 09:04:53,28/04/2025 às 09:04:53,28/04/2025 às 09:06:09
19511,68886100289,19/06/2025 às 21:15:03,19/06/2025 às 21:15:03,19/06/2025 às 21:23:42
19512,68887640223,06/04/2025 às 05:02:46,06/04/2025 às 05:02:46,06/04/2025 às 05:08:33
19513,68890188708,02/02/2025 às 08:27:39,02/02/2025 às 08:27:39,02/02/2025 às 08:31:22
19514,68891927215,23/02/2025 às 00:00:28,23/02/2025 às 00:00:28,23/02/2025 às 00:01:58
19515,68896174779,15/02/2025 às 05:32:44,15/02/2025 às 05:32:44,15/02/2025 às 05:45:25
19516,68916134904,08/04/2025 às 02:33:56,08/04/2025 às 02:33:56,08/04/2025 às 02:35:40
19517,68917300438,25/03/2025 às 20:29:25,25/03/2025 às 20:29:25,25/03/2025 às 20:38:43
19518,68920958871,14/05/2025 às 06:00:40,14/05/2025 às 06:00:40,14/05/2025 às 06:04:31
19519,68928183554,04/03/2025 às 06:16:48,04/03/2025 às 06:16:48,04/03/2025 às 06:18:32
19520,68933391370,19/05/2025 às 14:41:58,19/05/2025 às 14:41:58,19/05/2025 às 14:44:13
19521,68933391370,12/04/2025 às 11:04:03,12/04/2025 às 11:10:04,12/04/2025 às 11:33:49
19522,68941930476,20/06/2025 às 09:19:51,20/06/2025 às 09:19:51,20/06/2025 às 09:31:53
19523,68941930476,31/01/2025 às 06:14:39,31/01/2025 às 06:21:58,31/01/2025 às 07:09:37
19524,68942487560,15/02/2025 às 13:54:43,15/02/2025 às 13:54:43,15/02/2025 às 13:58:00
19525,68942487560,10/06/2025 às 06:18:33,10/06/2025 às 06:24:06,10/06/2025 às 06:43:42
19526,68942487560,05/05/2025 às 14:20:59,05/05/2025 às 14:35:08,05/05/2025 às 15:01:40
19527,68942487560,22/04/2025 às 02:24:39,22/04/2025 às 02:30:50,22/04/2025 às 03:00:42
19528,68942487560,29/05/2025 às 03:39:09,29/05/2025 às 03:53:27,29/05/2025 às 04:50:47
19529,68947746347,03/01/2025 às 20:06:58,03/01/2025 às 20:06:58,03/01/2025 às 20:15:54
19530,68949135866,25/04/2025 às 00:07:15,25/04/2025 às 00:07:15,25/04/2025 às 00:08:03
19531,68954539009,10/06/2025 às 11:36:59,10/06/2025 às 11:36:59,10/06/2025 às 11:42:01
19532,68955959269,08/03/2025 às 20:58:28,08/03/2025 às 20:58:28,08/03/2025 às 21:16:40
19533,68961367533,18/06/2025 às 17:06:32,18/06/2025 às 17:06:32,18/06/2025 às 17:15:03
19534,68961367533,08/02/2025 às 14:31:26,08/02/2025 às 14:40:11,08/02/2025 às 15:04:08
19535,68961367533,30/05/2025 às 06:06:24,30/05/2025 às 06:26:02,30/05/2025 às 07:45:38
19536,68961367533,05/03/2025 às 11:15:06,05/03/2025 às 11:27:26,05/03/2025 às 12:09:30
19537,68973404845,25/02/2025 às 17:38:36,25/02/2025 às 17:38:36,25/02/2025 às 17:43:10
19538,68977875721,16/05/2025 às 04:07:43,16/05/2025 às 04:07:43,16/05/2025 às 04:15:02
19539,68980693682,16/05/2025 às 05:59:11,16/05/2025 às 05:59:11,16/05/2025 às 06:08:43
19540,68980693682,20/04/2025 às 12:39:27,20/04/2025 às 12:46:59,20/04/2025 às 13:00:39
19541,68987162142,27/06/2025 às 22:18:55,27/06/2025 às 22:18:55,27/06/2025 às 22:19:43
19542,68995997262,07/05/2025 às 10:54:54,07/05/2025 às 10:54:54,07/05/2025 às 11:02:31
19543,68998719145,01/05/2025 às 01:28:14,01/05/2025 às 01:28:14,01/05/2025 às 01:34:24
19544,68998719145,28/01/2025 às 09:29:56,28/01/2025 às 09:37:37,28/01/2025 às 09:54:43
19545,69000804457,18/06/2025 às 10:55:59,18/06/2025 às 10:55:59,18/06/2025 às 11:07:05
19546,69000804457,24/04/2025 às 09:11:42,24/04/2025 às 09:14:49,24/04/2025 às 09:33:16
19547,69000804457,17/05/2025 às 11:51:02,17/05/2025 às 12:09:46,17/05/2025 às 12:31:16
19548,69000804457,16/02/2025 às 21:44:45,16/02/2025 às 21:55:37,16/02/2025 às 22:42:22
19549,69000804457,16/03/2025 às 20:48:19,16/03/2025 às 21:03:17,16/03/2025 às 22:00:20
19550,69000804457,14/05/2025 às 01:51:33,14/05/2025 às 02:00:29,14/05/2025 às 02:23:26
19551,69000804457,25/05/2025 às 19:14:45,25/05/2025 às 19:33:35,25/05/2025 às 20:14:47
19552,69000804457,29/05/2025 às 02:59:56,29/05/2025 às 03:10:55,29/05/2025 às 03:47:10
19553,69008208352,03/06/2025 às 03:23:59,03/06/2025 às 03:23:59,03/06/2025 às 03:40:10
19554,69008208352,24/06/2025 às 00:27:40,24/06/2025 às 00:30:00,24/06/2025 às 01:00:03
19555,69008208352,19/03/2025 às 17:23:11,19/03/2025 às 17:28:48,19/03/2025 às 18:20:24
19556,69008208352,13/06/2025 às 04:59:23,13/06/2025 às 05:16:21,13/06/2025 às 06:25:17
19557,69008208352,09/01/2025 às 14:45:13,09/01/2025 às 14:59:12,09/01/2025 às 15:44:48
19558,69008208352,28/02/2025 às 03:34:08,28/02/2025 às 03:44:59,28/02/2025 às 04:34:35
19559,69011109791,12/02/2025 às 01:14:54,12/02/2025 às 01:14:54,12/02/2025 às 01:16:10
19560,69011109791,07/02/2025 às 06:54:00,07/02/2025 às 06:55:11,07/02/2025 às 07:08:20
19561,69025828529,28/04/2025 às 23:00:01,28/04/2025 às 23:00:01,28/04/2025 às 23:01:58
19562,69026085354,18/02/2025 às 20:48:16,18/02/2025 às 20:48:16,18/02/2025 às 20:49:11
19563,69027343310,27/05/2025 às 03:54:51,27/05/2025 às 03:54:51,27/05/2025 às 04:06:57
19564,69044080913,27/04/2025 às 23:27:41,27/04/2025 às 23:27:41,27/04/2025 às 23:29:18
19565,69044080913,10/04/2025 às 12:37:39,10/04/2025 às 12:38:49,10/04/2025 às 12:59:46
19566,69044080913,10/05/2025 às 00:24:07,10/05/2025 às 00:41:04,10/05/2025 às 01:55:12
19567,69044080913,28/06/2025 às 17:59:35,28/06/2025 às 18:17:47,28/06/2025 às 18:57:39
19568,69044080913,28/02/2025 às 20:46:47,28/02/2025 às 20:57:56,28/02/2025 às 21:54:56
19569,69046783434,29/06/2025 às 06:01:24,29/06/2025 às 06:01:24,29/06/2025 às 06:08:35
19570,69047575428,25/06/2025 às 09:12:50,25/06/2025 às 09:12:50,25/06/2025 às 09:14:34
19571,69049042797,27/05/2025 às 04:15:13,27/05/2025 às 04:15:13,27/05/2025 às 04:15:49
19572,69049042797,23/06/2025 às 17:20:06,23/06/2025 às 17:23:39,23/06/2025 às 17:51:53
19573,69052374905,26/04/2025 às 15:19:25,26/04/2025 às 15:19:25,26/04/2025 às 15:20:35
19574,69054226333,08/06/2025 às 00:21:18,08/06/2025 às 00:21:18,08/06/2025 às 00:30:38
19575,69055825899,05/05/2025 às 00:59:25,05/05/2025 às 00:59:25,05/05/2025 às 01:02:32
19576,69058269717,01/01/2025 às 21:48:54,01/01/2025 às 21:48:54,01/01/2025 às 21:54:59
19577,69058759580,15/01/2025 às 17:59:06,15/01/2025 às 17:59:06,15/01/2025 às 18:04:26
19578,69061422178,27/02/2025 às 00:52:37,27/02/2025 às 00:52:37,27/02/2025 às 00:53:40
19579,69061438605,29/03/2025 às 21:19:19,29/03/2025 às 21:19:19,29/03/2025 às 21:21:15
19580,69061438605,20/03/2025 às 05:49:17,20/03/2025 às 05:51:09,20/03/2025 às 06:13:52
19581,69061438605,23/06/2025 às 17:57:16,23/06/2025 às 18:12:30,23/06/2025 às 18:50:52
19582,69061438605,06/01/2025 às 04:20:22,06/01/2025 às 04:31:48,06/01/2025 às 04:51:04
19583,69061438605,07/05/2025 às 06:41:29,07/05/2025 às 06:59:35,07/05/2025 às 07:37:57
19584,69061587095,06/05/2025 às 10:08:57,06/05/2025 às 10:08:57,06/05/2025 às 10:13:04
19585,69061894180,25/06/2025 às 13:02:47,25/06/2025 às 13:02:47,25/06/2025 às 13:06:46
19586,69065177250,06/02/2025 às 13:54:18,06/02/2025 às 13:54:18,06/02/2025 às 14:03:27
19587,69074508454,27/03/2025 às 19:18:54,27/03/2025 às 19:18:54,27/03/2025 às 19:19:24
19588,69074508454,28/05/2025 às 08:05:13,28/05/2025 às 08:12:45,28/05/2025 às 08:33:33
19589,69083774277,10/06/2025 às 00:27:11,10/06/2025 às 00:27:11,10/06/2025 às 00:30:03
19590,69086558782,14/02/2025 às 12:08:06,14/02/2025 às 12:08:06,14/02/2025 às 12:09:54
19591,69086558782,11/01/2025 às 02:29:37,11/01/2025 às 02:35:11,11/01/2025 às 03:26:05
19592,69086558782,10/05/2025 às 08:46:58,10/05/2025 às 08:53:15,10/05/2025 às 09:42:51
19593,69086558782,24/03/2025 às 10:42:26,24/03/2025 às 10:59:20,24/03/2025 às 11:46:40
19594,69086558782,12/03/2025 às 07:32:07,12/03/2025 às 07:41:14,12/03/2025 às 08:47:38
19595,69089348887,12/01/2025 às 20:19:35,12/01/2025 às 20:19:35,12/01/2025 às 20:23:40
19596,69089786199,12/03/2025 às 08:49:18,12/03/2025 às 08:49:18,12/03/2025 às 08:54:50
19597,69093317287,04/01/2025 às 09:12:46,04/01/2025 às 09:12:46,04/01/2025 às 09:15:12
19598,69093317287,13/03/2025 às 00:51:37,13/03/2025 às 00:57:32,13/03/2025 às 01:49:32
19599,69094132427,11/06/2025 às 09:27:57,11/06/2025 às 09:27:57,11/06/2025 às 09:35:26
19600,69096595192,05/02/2025 às 21:13:11,05/02/2025 às 21:13:11,05/02/2025 às 21:14:50
19601,69096595192,28/01/2025 às 11:30:35,28/01/2025 às 11:39:53,28/01/2025 às 12:39:41
19602,69100508968,16/04/2025 às 16:08:34,16/04/2025 às 16:08:34,16/04/2025 às 16:14:02
19603,69101383616,16/03/2025 às 16:42:31,16/03/2025 às 16:42:31,16/03/2025 às 16:47:08
19604,69104173219,07/03/2025 às 12:08:40,07/03/2025 às 12:08:40,07/03/2025 às 12:09:40
19605,69105263699,12/05/2025 às 14:54:29,12/05/2025 às 14:54:29,12/05/2025 às 15:08:38
19606,69116690569,15/03/2025 às 06:40:02,15/03/2025 às 06:40:02,15/03/2025 às 06:47:03
19607,69122273095,20/04/2025 às 16:01:45,20/04/2025 às 16:01:45,20/04/2025 às 16:03:31
19608,69123987256,29/04/2025 às 21:04:33,29/04/2025 às 21:04:33,29/04/2025 às 21:08:28
19609,69133396905,10/05/2025 às 21:14:12,10/05/2025 às 21:14:12,10/05/2025 às 21:18:38
19610,69133396905,22/04/2025 às 14:26:05,22/04/2025 às 14:31:14,22/04/2025 às 14:55:56
19611,69133396905,12/01/2025 às 21:17:32,12/01/2025 às 21:36:16,12/01/2025 às 22:13:16
19612,69133396905,29/03/2025 às 10:29:15,29/03/2025 às 10:43:25,29/03/2025 às 10:57:43
19613,69133396905,29/06/2025 às 18:04:29,29/06/2025 às 18:13:36,29/06/2025 às 18:24:22
19614,69134110117,23/04/2025 às 23:33:34,23/04/2025 às 23:33:34,23/04/2025 às 23:43:23
19615,69134749171,07/01/2025 às 08:28:30,07/01/2025 às 08:28:30,07/01/2025 às 08:42:41
19616,69134749171,06/03/2025 às 12:52:45,06/03/2025 às 12:56:56,06/03/2025 às 13:51:11
19617,69134749171,18/04/2025 às 10:10:59,18/04/2025 às 10:25:10,18/04/2025 às 11:17:46
19618,69134749171,19/03/2025 às 13:19:43,19/03/2025 às 13:25:35,19/03/2025 às 14:02:19
19619,69134749171,30/01/2025 às 16:49:11,30/01/2025 às 16:57:31,30/01/2025 às 17:54:07
19620,69134749171,19/03/2025 às 15:55:35,19/03/2025 às 16:08:50,19/03/2025 às 17:17:30
19621,69139329026,08/05/2025 às 08:32:12,08/05/2025 às 08:32:12,08/05/2025 às 08:32:56
19622,69139329026,22/05/2025 às 16:43:07,22/05/2025 às 16:47:27,22/05/2025 às 17:12:51
