id_pesquisa,id_chamado,nota_atendimento
14026,13257,3
14028,13258,4
14029,13259,3
14030,13260,3
14031,13261,3
14033,13262,3
14034,13263,3
14035,13264,5
14036,13265,5
14037,13266,3
14038,13267,5
14039,13268,3
14040,13269,4
14041,13270,2
14042,13271,3
14043,13272,3
14044,13273,3
14045,13274,5
14046,13275,3
14047,13276,4
14048,13277,2
14049,13278,2
14051,13279,2
14052,13280,2
14053,13281,2
14054,13282,2
14055,13283,5
14058,13284,2
14059,13285,4
14060,13286,3
14061,13287,2
14062,13288,2
14063,13289,3
14065,13290,4
14066,13291,2
14067,13292,2
14068,13293,2
14069,13294,3
14070,13295,3
14072,13296,3
14073,13297,2
14074,13298,3
14075,13299,2
14076,13300,3
14077,13301,3
14078,13302,3
14079,13303,2
14080,13304,2
14082,13305,2
14083,13306,3
14084,13307,4
14085,13308,5
14086,13309,3
14087,13310,2
14088,13311,3
14089,13312,3
14090,13313,4
14091,13314,4
14092,13315,2
14093,13316,3
14094,13317,4
14095,13318,3
14096,13319,4
14097,13320,3
14098,13321,3
14099,13322,2
14100,13323,3
14102,13324,3
14103,13325,2
14104,13326,2
14105,13327,3
14106,13328,2
14107,13329,3
14108,13330,4
14109,13331,3
14110,13332,3
14111,13333,2
14112,13334,2
14113,13335,4
14114,13336,3
14115,13337,2
14116,13338,2
14117,13339,4
14118,13340,2
14119,13341,3
14120,13342,3
14121,13343,2
14122,13344,4
14123,13345,2
14124,13346,3
14125,13347,3
14126,13348,5
14127,13349,3
14128,13350,3
14129,13351,2
14130,13352,3
13993,13353,
14027,13354,
14050,13355,
14057,13356,
14071,13357,
14101,13358,
14139,13366,2
14140,13367,3
14141,13368,3
14142,13369,3
14143,13370,3
14144,13371,2
14145,13372,3
14146,13373,4
14147,13374,5
14148,13375,5
14150,13376,2
14151,13377,3
14153,13378,4
14154,13379,3
14155,13380,4
14156,13381,3
14157,13382,3
14158,13383,2
14159,13384,4
14161,13385,4
14162,13386,3
14163,13387,2
14164,13388,2
14165,13389,3
14167,13390,3
14168,13391,4
14169,13392,3
14170,13393,3
14171,13394,2
14172,13395,3
14173,13396,4
14174,13397,2
14176,13398,3
14177,13399,2
14178,13400,3
14179,13401,3
14181,13402,4
14182,13403,3
14183,13404,3
14185,13405,3
14186,13406,2
14187,13407,2
14188,13408,2
14189,13409,2
14190,13410,5
14191,13411,5
14193,13412,4
14194,13413,2
14195,13414,2
14196,13415,4
14197,13416,3
14198,13417,3
14199,13418,3
14200,13419,3
14201,13420,2
14202,13421,2
14203,13422,4
14204,13423,3
14205,13424,4
14206,13425,4
14207,13426,3
14208,13427,3
14209,13428,2
14210,13429,4
14211,13430,4
14212,13431,3
14213,13432,2
14214,13433,4
14215,13434,4
14216,13435,4
14217,13436,4
14218,13437,2
14219,13438,3
14220,13439,2
14221,13440,2
14222,13441,2
14223,13442,3
14224,13443,4
14225,13444,3
14226,13445,3
14227,13446,3
14228,13447,3
14229,13448,3
14230,13449,3
14231,13450,2
14232,13451,3
14233,13452,5
14234,13453,2
14235,13454,3
14236,13455,2
14237,13456,2
14238,13457,3
14239,13458,4
14240,13459,2
14241,13460,2
14242,13461,3
14243,13462,2
14244,13463,3
14245,13464,2
14246,13465,3
14247,13466,4
14248,13467,3
14249,13468,2
14250,13469,4
14251,13470,5
14253,13471,3
14254,13472,2
14255,13473,2
14256,13474,3
14257,13475,2
14258,13476,2
14259,13477,3
14260,13478,3
14261,13479,3
14262,13480,3
14263,13481,3
14264,13482,2
14265,13483,4
14266,13484,3
14267,13485,2
14268,13486,3
14269,13487,3
14270,13488,2
14271,13489,2
14272,13490,2
14273,13491,2
14274,13492,4
14275,13493,4
14276,13494,3
14277,13495,4
14279,13496,2
14281,13497,4
14282,13498,3
14283,13499,4
14284,13500,3
14285,13501,2
14286,13502,2
14287,13503,3
14149,13504,
14152,13505,
14184,13506,
14278,13507,
14300,13520,3
14301,13521,3
14302,13522,3
14303,13523,3
14304,13524,3
14305,13525,4
14306,13526,3
14307,13527,4
14308,13528,3
14309,13529,3
14310,13530,3
14311,13531,2
14312,13532,3
14313,13533,2
14314,13534,3
14315,13535,3
14316,13536,3
14318,13537,4
14319,13538,5
14320,13539,4
14321,13540,3
14322,13541,2
14325,13542,5
14326,13543,3
14327,13544,3
14328,13545,2
14329,13546,2
14330,13547,4
14331,13548,2
14332,13549,3
14333,13550,2
14335,13551,3
14336,13552,4
14337,13553,2
14338,13554,3
14339,13555,2
14340,13556,3
14341,13557,3
14342,13558,4
14343,13559,2
14344,13560,3
14345,13561,3
14346,13562,3
14347,13563,3
14348,13564,2
14350,13565,4
14352,13566,3
14353,13567,3
14354,13568,3
14356,13569,3
14357,13570,4
14358,13571,4
14359,13572,3
14360,13573,2
14361,13574,3
14362,13575,4
14363,13576,4
14364,13577,4
14365,13578,2
14366,13579,4
14367,13580,4
14368,13581,2
14369,13582,3
14370,13583,3
14371,13584,2
14372,13585,2
14373,13586,2
14374,13587,3
14375,13588,2
14376,13589,3
14377,13590,4
14378,13591,3
14379,13592,3
14380,13593,2
14381,13594,4
14382,13595,2
14384,13596,2
14385,13597,3
14386,13598,2
14387,13599,3
14389,13600,3
14390,13601,2
14391,13602,3
14392,13603,2
14395,13604,4
14396,13605,3
14397,13606,2
14398,13607,3
14400,13608,4
14401,13609,4
14402,13610,3
14403,13611,3
14405,13612,5
14406,13613,3
14407,13614,5
14408,13615,3
14411,13616,3
14412,13617,4
14413,13618,3
14414,13619,2
14415,13620,3
14416,13621,4
14417,13622,3
14418,13623,3
14419,13624,2
14420,13625,3
14421,13626,2
14422,13627,2
14423,13628,3
14424,13629,3
14425,13630,2
14427,13631,4
14428,13632,5
14429,13633,5
14430,13634,4
14431,13635,2
14432,13636,2
14433,13637,3
14434,13638,5
14435,13639,3
14436,13640,3
14437,13641,4
14438,13642,3
14439,13643,3
14440,13644,3
14441,13645,4
14442,13646,4
14443,13647,3
14444,13648,2
14317,13649,
14351,13650,
14409,13651,
14454,13660,4
14455,13661,3
14456,13662,2
14457,13663,2
14458,13664,3
14459,13665,3
14460,13666,2
14461,13667,4
14462,13668,2
14463,13669,5
14464,13670,3
14465,13671,3
14466,13672,2
14468,13673,3
14469,13674,5
14470,13675,3
14471,13676,3
14472,13677,2
14473,13678,3
14475,13679,2
14476,13680,4
14477,13681,3
14478,13682,2
14479,13683,3
14480,13684,5
14481,13685,3
14482,13686,5
14483,13687,2
14484,13688,3
14485,13689,4
14486,13690,3
14487,13691,2
14488,13692,3
14489,13693,2
14490,13694,2
14491,13695,3
14492,13696,3
14493,13697,4
14494,13698,2
14495,13699,3
14496,13700,4
14497,13701,4
14498,13702,2
14499,13703,3
14500,13704,3
14501,13705,3
14503,13706,3
14504,13707,5
14505,13708,3
14507,13709,4
14508,13710,2
14510,13711,2
14511,13712,2
14512,13713,2
14513,13714,3
14514,13715,5
14515,13716,2
14516,13717,3
14517,13718,3
14518,13719,2
14519,13720,3
14520,13721,3
14521,13722,4
14522,13723,2
14523,13724,2
14524,13725,3
14526,13726,3
14527,13727,3
14528,13728,2
14529,13729,5
14530,13730,4
14531,13731,3
14532,13732,3
14533,13733,3
14534,13734,3
14535,13735,3
14536,13736,2
14538,13737,4
14539,13738,2
14540,13739,4
14541,13740,2
14542,13741,3
14543,13742,3
14544,13743,2
14545,13744,5
14546,13745,3
14548,13746,3
14549,13747,3
14550,13748,3
14551,13749,3
14552,13750,3
14553,13751,3
14554,13752,3
14555,13753,2
14556,13754,3
14557,13755,3
14558,13756,3
14559,13757,3
14560,13758,3
14561,13759,2
14562,13760,3
14563,13761,5
14564,13762,5
14565,13763,5
14566,13764,3
14568,13765,3
14569,13766,2
14570,13767,2
14572,13768,4
14573,13769,3
14574,13770,3
14575,13771,3
14576,13772,2
14579,13773,2
14580,13774,3
14581,13775,3
14582,13776,3
14583,13777,2
14584,13778,2
14585,13779,3
14587,13780,3
14588,13781,3
14589,13782,2
14590,13783,2
14592,13784,2
14593,13785,4
14594,13786,3
14595,13787,3
14596,13788,2
14597,13789,2
14598,13790,4
14599,13791,3
14601,13792,4
14467,13793,
14474,13794,
14506,13795,
14525,13796,
14547,13797,
14567,13798,
14578,13799,
14591,13800,
14608,13807,3
14609,13808,2
14610,13809,2
14611,13810,4
14612,13811,4
14613,13812,3
14614,13813,3
14616,13814,2
14618,13815,3
14619,13816,3
14621,13817,2
14622,13818,3
14623,13819,3
14624,13820,4
14625,13821,3
14626,13822,3
14627,13823,4
14628,13824,5
14629,13825,3
14630,13826,2
14631,13827,3
14632,13828,4
14633,13829,2
14634,13830,3
14635,13831,3
14636,13832,2
14637,13833,3
14638,13834,2
14639,13835,3
14640,13836,3
14641,13837,2
14642,13838,2
14643,13839,4
14644,13840,3
14645,13841,4
14646,13842,2
14647,13843,2
14648,13844,2
14649,13845,4
14650,13846,3
14651,13847,3
14652,13848,2
14653,13849,3
14654,13850,3
14655,13851,4
14656,13852,4
14657,13853,4
14658,13854,2
14659,13855,4
14660,13856,2
14661,13857,4
14662,13858,2
14663,13859,3
14664,13860,3
14665,13861,2
14666,13862,2
14667,13863,2
14668,13864,2
14669,13865,3
14670,13866,2
14671,13867,2
14672,13868,3
14673,13869,4
14674,13870,2
14675,13871,3
14676,13872,3
14677,13873,2
14678,13874,4
14680,13875,3
14681,13876,2
14682,13877,3
14683,13878,3
14684,13879,3
14685,13880,2
14686,13881,2
14687,13882,3
14688,13883,3
14689,13884,2
14690,13885,3
14691,13886,4
14692,13887,3
14693,13888,3
14694,13889,2
14695,13890,4
14696,13891,3
14698,13892,3
14699,13893,3
14700,13894,3
14702,13895,3
14703,13896,5
14704,13897,3
14705,13898,4
14706,13899,2
14707,13900,2
14708,13901,3
14709,13902,3
14710,13903,2
14711,13904,2
14712,13905,3
14713,13906,3
14714,13907,4
14715,13908,4
14716,13909,2
14717,13910,4
14718,13911,2
14720,13912,3
14721,13913,2
14722,13914,3
14723,13915,2
14724,13916,3
14725,13917,4
14726,13918,3
14727,13919,4
14728,13920,3
14729,13921,3
14730,13922,3
14732,13923,2
14733,13924,3
14734,13925,2
14735,13926,3
14736,13927,2
14737,13928,3
14739,13929,5
14740,13930,2
14741,13931,4
14742,13932,3
14743,13933,2
14744,13934,2
14745,13935,2
14746,13936,3
14747,13937,3
14748,13938,3
14749,13939,2
14751,13940,4
14752,13941,3
14754,13942,3
14755,13943,4
14756,13944,5
14758,13945,3
14615,13946,
14620,13947,
14719,13948,
14731,13949,
14750,13950,
14757,13951,
14770,13963,3
14771,13964,3
14772,13965,3
14773,13966,3
14774,13967,4
14775,13968,2
14776,13969,3
14777,13970,5
14778,13971,3
14779,13972,3
14780,13973,2
14781,13974,3
14782,13975,2
14783,13976,2
14784,13977,2
14785,13978,4
14786,13979,4
14787,13980,4
14788,13981,3
14789,13982,3
14790,13983,2
14791,13984,4
14792,13985,3
14793,13986,3
14795,13987,2
14797,13988,3
14798,13989,3
14799,13990,3
14801,13991,2
14802,13992,2
14803,13993,3
14804,13994,3
14806,13995,3
14807,13996,4
14808,13997,2
14809,13998,2
14810,13999,4
14811,14000,3
14812,14001,2
14813,14002,2
14814,14003,4
14815,14004,5
14816,14005,3
14817,14006,2
14818,14007,3
14819,14008,3
14820,14009,2
14821,14010,3
14822,14011,2
14823,14012,2
14824,14013,2
14825,14014,3
14826,14015,3
14827,14016,2
14828,14017,2
14829,14018,3
14830,14019,4
14831,14020,2
14832,14021,2
14833,14022,4
14834,14023,2
14835,14024,3
14836,14025,3
14837,14026,3
14838,14027,2
14839,14028,2
14840,14029,4
14841,14030,3
14842,14031,4
14843,14032,4
14844,14033,3
14847,14034,3
14848,14035,2
14849,14036,5
14850,14037,3
14851,14038,3
14853,14039,3
14854,14040,2
14858,14041,3
14859,14042,2
14860,14043,3
14862,14044,3
14863,14045,3
14864,14046,3
14865,14047,3
14866,14048,3
14869,14049,3
14870,14050,2
14871,14051,4
14873,14052,3
14874,14053,3
14875,14054,2
14876,14055,3
14878,14056,3
14879,14057,2
14880,14058,3
14881,14059,2
14882,14060,2
14883,14061,3
14884,14062,2
14885,14063,2
14886,14064,4
14887,14065,3
14888,14066,3
14889,14067,4
14890,14068,4
14891,14069,3
14892,14070,3
14893,14071,3
14894,14072,3
14896,14073,5
14899,14074,2
14900,14075,2
14901,14076,2
14902,14077,2
14903,14078,3
14904,14079,4
14905,14080,4
14906,14081,3
14907,14082,5
14908,14083,2
14910,14084,3
14911,14085,3
14912,14086,2
14913,14087,3
14914,14088,4
14794,14089,
14800,14090,
14846,14091,
14856,14092,
14857,14093,
14861,14094,
14877,14095,
14898,14096,
14924,14104,3
14925,14105,3
14926,14106,4
14927,14107,3
14928,14108,5
14929,14109,5
14930,14110,5
14931,14111,2
14932,14112,4
14933,14113,3
14934,14114,3
14935,14115,2
14936,14116,2
14937,14117,4
14938,14118,3
14939,14119,3
14940,14120,2
14941,14121,4
14942,14122,3
14943,14123,3
14944,14124,2
14946,14125,3
14947,14126,2
14948,14127,3
14949,14128,2
14950,14129,4
14951,14130,4
14952,14131,3
14953,14132,5
14954,14133,2
14955,14134,3
14956,14135,4
14957,14136,3
14958,14137,3
14959,14138,4
14960,14139,4
14961,14140,4
14962,14141,3
14963,14142,3
14964,14143,4
14965,14144,3
14966,14145,3
14967,14146,3
14968,14147,2
14969,14148,2
14970,14149,3
14971,14150,2
14972,14151,3
14973,14152,4
14974,14153,4
14975,14154,2
14976,14155,3
14977,14156,3
14978,14157,2
14979,14158,3
14980,14159,3
14981,14160,2
14982,14161,3
14983,14162,4
14984,14163,3
14986,14164,4
14987,14165,2
14989,14166,3
14990,14167,2
14991,14168,4
14992,14169,4
14993,14170,4
14994,14171,3
14995,14172,2
14996,14173,2
14997,14174,3
14998,14175,5
14999,14176,3
15000,14177,4
15001,14178,3
15003,14179,3
15004,14180,3
15006,14181,3
15007,14182,4
15008,14183,3
15009,14184,4
15011,14185,3
15013,14186,3
15014,14187,2
15015,14188,2
15016,14189,2
15017,14190,3
15018,14191,3
15019,14192,3
15020,14193,3
15021,14194,4
15022,14195,2
15023,14196,4
15024,14197,2
15025,14198,2
15026,14199,3
15027,14200,2
15028,14201,4
15029,14202,3
15030,14203,4
15031,14204,2
15032,14205,4
15033,14206,3
15035,14207,3
15036,14208,4
15037,14209,2
15038,14210,4
15039,14211,3
15040,14212,3
15041,14213,3
15042,14214,3
15043,14215,2
15044,14216,4
15045,14217,3
15046,14218,2
15047,14219,2
15048,14220,4
15049,14221,3
15050,14222,3
15051,14223,3
15052,14224,3
15053,14225,3
15055,14226,2
15056,14227,2
15057,14228,2
15058,14229,2
15059,14230,3
15060,14231,2
15061,14232,3
15062,14233,3
15063,14234,2
15064,14235,3
15065,14236,2
15066,14237,5
15067,14238,4
15069,14239,2
15070,14240,3
15071,14241,3
14945,14242,
14985,14243,
14988,14244,
15002,14245,
15081,14253,2
15082,14254,2
15083,14255,3
15084,14256,4
15085,14257,3
15086,14258,3
15087,14259,2
15088,14260,4
15089,14261,4
15090,14262,2
15091,14263,2
15092,14264,2
15094,14265,2
15095,14266,3
15096,14267,2
15097,14268,2
15099,14269,4
15100,14270,3
15101,14271,2
15102,14272,3
15103,14273,2
15104,14274,2
15105,14275,2
15106,14276,4
15107,14277,2
15108,14278,4
15109,14279,2
15110,14280,3
15111,14281,3
15112,14282,2
15113,14283,4
15114,14284,2
15115,14285,2
15116,14286,4
15117,14287,3
15118,14288,4
15119,14289,3
15120,14290,2
15121,14291,3
15122,14292,4
15123,14293,3
15124,14294,2
15125,14295,2
15126,14296,3
15127,14297,3
15128,14298,2
15129,14299,3
15130,14300,4
15131,14301,2
15132,14302,3
15133,14303,2
15134,14304,5
15135,14305,5
15136,14306,3
15138,14307,2
15139,14308,3
15140,14309,2
15141,14310,3
15142,14311,2
15143,14312,2
15144,14313,2
15145,14314,2
15146,14315,5
15147,14316,5
15148,14317,5
15149,14318,4
15150,14319,3
15152,14320,3
15153,14321,3
15154,14322,3
15155,14323,3
15156,14324,3
15157,14325,4
15158,14326,4
15159,14327,2
15160,14328,2
15161,14329,3
15162,14330,3
15163,14331,3
15164,14332,2
15165,14333,3
15166,14334,3
15167,14335,2
15168,14336,3
15169,14337,4
15170,14338,4
15171,14339,2
15172,14340,3
15173,14341,4
15174,14342,3
15175,14343,3
15176,14344,2
15177,14345,2
15178,14346,2
15179,14347,3
15180,14348,2
15181,14349,3
15182,14350,2
15184,14351,2
15186,14352,4
15187,14353,4
15188,14354,3
15189,14355,3
15190,14356,3
15191,14357,2
15192,14358,2
15193,14359,2
15194,14360,3
15195,14361,3
15196,14362,2
15197,14363,3
15198,14364,2
15199,14365,3
15200,14366,3
15201,14367,4
15202,14368,2
15203,14369,4
15204,14370,3
15205,14371,3
15206,14372,2
15207,14373,2
15208,14374,3
15209,14375,3
15210,14376,3
15211,14377,2
15212,14378,2
15213,14379,3
15216,14380,2
15218,14381,2
15219,14382,3
15220,14383,2
15221,14384,2
15222,14385,3
15224,14386,3
15225,14387,3
15226,14388,3
15228,14389,2
15229,14390,3
15078,14391,
15093,14392,
15137,14393,
15151,14394,
15239,14404,2
15240,14405,3
15241,14406,2
15242,14407,2
15243,14408,3
15244,14409,5
15246,14410,3
15247,14411,5
15250,14412,5
15251,14413,4
15252,14414,4
15253,14415,4
15254,14416,2
15255,14417,3
15256,14418,4
15257,14419,3
15258,14420,3
15259,14421,5
15260,14422,5
15261,14423,3
15262,14424,3
15263,14425,2
15264,14426,2
15265,14427,3
15266,14428,4
15267,14429,2
15268,14430,3
15269,14431,5
15271,14432,4
15273,14433,3
15274,14434,3
15275,14435,2
15276,14436,3
15277,14437,4
15278,14438,2
15279,14439,2
15280,14440,2
15281,14441,3
15282,14442,3
15283,14443,4
15284,14444,3
15286,14445,2
15287,14446,2
15288,14447,3
15289,14448,3
15290,14449,3
15291,14450,2
15292,14451,4
15293,14452,2
15294,14453,2
15295,14454,2
15296,14455,2
15297,14456,3
15298,14457,4
15299,14458,3
15300,14459,2
15301,14460,3
15302,14461,3
15303,14462,3
15306,14463,3
15307,14464,2
15308,14465,4
15309,14466,2
15310,14467,3
15311,14468,3
15314,14469,3
15315,14470,2
15318,14471,2
15319,14472,2
15320,14473,4
15321,14474,3
15322,14475,3
15323,14476,2
15324,14477,2
15325,14478,2
15326,14479,5
15327,14480,3
15328,14481,2
15329,14482,2
15330,14483,2
15331,14484,3
15332,14485,5
15333,14486,5
15335,14487,4
15336,14488,3
15337,14489,2
15338,14490,4
15340,14491,2
15341,14492,4
15342,14493,3
15343,14494,3
15344,14495,4
15345,14496,3
15346,14497,3
15347,14498,2
15348,14499,3
15349,14500,3
15351,14501,3
15352,14502,3
15353,14503,2
15354,14504,2
15356,14505,3
15357,14506,3
15358,14507,4
15359,14508,4
15360,14509,3
15361,14510,2
15362,14511,3
15363,14512,2
15364,14513,2
15365,14514,3
15366,14515,2
15367,14516,2
15368,14517,2
15369,14518,2
15370,14519,2
15371,14520,2
15372,14521,2
15373,14522,3
15375,14523,4
15376,14524,3
15377,14525,3
15378,14526,3
15379,14527,2
15380,14528,2
15381,14529,2
15382,14530,3
15383,14531,3
15384,14532,2
15385,14533,3
15386,14534,2
15248,14535,
15270,14536,
15285,14537,
15304,14538,
15312,14539,
15316,14540,
15350,14541,
15374,14542,
15393,14549,3
15394,14550,4
15395,14551,2
15397,14552,2
15399,14553,2
15400,14554,3
15401,14555,2
15402,14556,3
15403,14557,3
15405,14558,2
15406,14559,4
15407,14560,2
15408,14561,2
15409,14562,3
15410,14563,2
15412,14564,3
15413,14565,4
15414,14566,3
15416,14567,3
15417,14568,3
15418,14569,4
15419,14570,5
15420,14571,3
15421,14572,3
15422,14573,3
15423,14574,2
15424,14575,3
15425,14576,3
15426,14577,3
15427,14578,3
15428,14579,2
15430,14580,2
15431,14581,2
15432,14582,4
15433,14583,4
15434,14584,2
15435,14585,2
15436,14586,3
15437,14587,3
15438,14588,3
15439,14589,2
15440,14590,2
15441,14591,2
15442,14592,4
15443,14593,4
15444,14594,5
15445,14595,5
15446,14596,3
15447,14597,2
15448,14598,2
15449,14599,4
15450,14600,3
15451,14601,5
15452,14602,2
15453,14603,2
15454,14604,3
15455,14605,2
15456,14606,3
15457,14607,2
15458,14608,3
15460,14609,3
15461,14610,4
15462,14611,4
15464,14612,2
15465,14613,2
15466,14614,3
15467,14615,2
15468,14616,2
15469,14617,2
15470,14618,3
15471,14619,3
15472,14620,3
15473,14621,3
15474,14622,4
15475,14623,4
15476,14624,2
15477,14625,3
15478,14626,3
15479,14627,2
15480,14628,2
15481,14629,2
15482,14630,4
15483,14631,3
15484,14632,2
15485,14633,2
15486,14634,2
15487,14635,2
15488,14636,2
15489,14637,2
15490,14638,3
15492,14639,5
15493,14640,3
15494,14641,4
15495,14642,5
15496,14643,2
15497,14644,2
15498,14645,3
15499,14646,3
15500,14647,2
15501,14648,4
15502,14649,3
15503,14650,2
15504,14651,4
15506,14652,3
15508,14653,3
15509,14654,2
15510,14655,3
15511,14656,4
15512,14657,5
15513,14658,4
15514,14659,2
15515,14660,2
15516,14661,4
15517,14662,5
15519,14663,3
15520,14664,2
15521,14665,3
15522,14666,2
15523,14667,3
15524,14668,3
15525,14669,2
15526,14670,2
15527,14671,2
15528,14672,2
15529,14673,3
15530,14674,2
15531,14675,3
15532,14676,3
15533,14677,3
15534,14678,3
15535,14679,4
15536,14680,2
15537,14681,3
15538,14682,3
15539,14683,4
15540,14684,4
15541,14685,3
15542,14686,2
15543,14687,5
15396,14688,
15459,14689,
15491,14690,
15505,14691,
15507,14692,
15518,14693,
15560,14709,3
15561,14710,3
15562,14711,2
15563,14712,3
15564,14713,3
15567,14714,4
15568,14715,3
15569,14716,2
15570,14717,3
15571,14718,4
15572,14719,4
15573,14720,2
15574,14721,4
15575,14722,3
15576,14723,4
15577,14724,3
15578,14725,3
15579,14726,3
15580,14727,2
15582,14728,3
15583,14729,3
15584,14730,3
15585,14731,2
15587,14732,3
15588,14733,2
15589,14734,3
15590,14735,4
15591,14736,4
15592,14737,4
15593,14738,3
15594,14739,3
15595,14740,4
15597,14741,3
15598,14742,2
15599,14743,3
15600,14744,2
15601,14745,3
15602,14746,3
15603,14747,2
15604,14748,2
15605,14749,4
15606,14750,5
15607,14751,4
15608,14752,3
15609,14753,3
15611,14754,3
15612,14755,3
15613,14756,3
15614,14757,4
15615,14758,4
15616,14759,2
15617,14760,2
15618,14761,3
15620,14762,2
15621,14763,2
15622,14764,3
15623,14765,3
15624,14766,4
15625,14767,2
15626,14768,3
15627,14769,2
15628,14770,2
15629,14771,3
15630,14772,2
15631,14773,4
15632,14774,4
15633,14775,2
15635,14776,4
15636,14777,3
15637,14778,3
15639,14779,2
15640,14780,2
15641,14781,4
15642,14782,3
15643,14783,4
15644,14784,3
15646,14785,3
15647,14786,4
15648,14787,3
15649,14788,3
15650,14789,2
15656,14790,3
15657,14791,3
15658,14792,3
15660,14793,4
15661,14794,3
15662,14795,3
15663,14796,3
15664,14797,3
15665,14798,3
15667,14799,3
15668,14800,3
15669,14801,2
15670,14802,3
15671,14803,4
15672,14804,3
15673,14805,4
15674,14806,2
15675,14807,2
15676,14808,2
15677,14809,3
15678,14810,3
15680,14811,3
15681,14812,3
15682,14813,3
15683,14814,5
15685,14815,5
15686,14816,4
15687,14817,3
15688,14818,2
15689,14819,3
15690,14820,4
15691,14821,3
15692,14822,2
15694,14823,3
15696,14824,3
15697,14825,4
15698,14826,3
15699,14827,3
15700,14828,3
15581,14829,
15634,14830,
15652,14831,
15654,14832,
15655,14833,
15679,14834,
15704,14838,3
15705,14839,4
15706,14840,4
15707,14841,4
15708,14842,3
15709,14843,2
15710,14844,3
15711,14845,2
15712,14846,4
15713,14847,3
15714,14848,2
15715,14849,2
15716,14850,4
15717,14851,3
15718,14852,2
15719,14853,3
15720,14854,2
15721,14855,4
15723,14856,3
15724,14857,3
15725,14858,5
15726,14859,4
15727,14860,4
15728,14861,2
15729,14862,2
15730,14863,2
15731,14864,2
15734,14865,5
15735,14866,4
15736,14867,4
15737,14868,3
15738,14869,4
15739,14870,2
15740,14871,2
15741,14872,2
15742,14873,3
15743,14874,4
15744,14875,2
15745,14876,2
15746,14877,3
15747,14878,2
15748,14879,3
15749,14880,4
15750,14881,3
15751,14882,4
15752,14883,4
15753,14884,3
15754,14885,3
15755,14886,4
15756,14887,2
15758,14888,3
15759,14889,4
15760,14890,5
15761,14891,2
15762,14892,3
15763,14893,2
15764,14894,3
15765,14895,2
15766,14896,2
15767,14897,2
15768,14898,3
15769,14899,2
15770,14900,3
15771,14901,2
15772,14902,2
15773,14903,4
15774,14904,4
15775,14905,3
15776,14906,3
15777,14907,2
15778,14908,4
15779,14909,3
15780,14910,3
15781,14911,4
15782,14912,2
15783,14913,2
15784,14914,4
15785,14915,2
15786,14916,3
15787,14917,2
15788,14918,3
15789,14919,2
15790,14920,3
15791,14921,3
15792,14922,5
15793,14923,3
15794,14924,3
15795,14925,3
15796,14926,2
15797,14927,2
15798,14928,4
15799,14929,3
15800,14930,2
15801,14931,3
15802,14932,2
15803,14933,4
15804,14934,3
15805,14935,3
15806,14936,3
15807,14937,4
15808,14938,2
15809,14939,4
15810,14940,2
15811,14941,3
15812,14942,3
15813,14943,3
15814,14944,2
15815,14945,3
15816,14946,4
15817,14947,3
15818,14948,2
15819,14949,4
15820,14950,3
15821,14951,3
15822,14952,4
15823,14953,3
15824,14954,3
15825,14955,3
15826,14956,3
15827,14957,2
15828,14958,2
15829,14959,3
15830,14960,2
15831,14961,4
15832,14962,2
15833,14963,2
15834,14964,2
15835,14965,2
15836,14966,3
15837,14967,2
15838,14968,3
15839,14969,3
15840,14970,3
15841,14971,2
15842,14972,3
15844,14973,4
15845,14974,3
15846,14975,2
15847,14976,3
15849,14977,3
15850,14978,5
15851,14979,3
15852,14980,4
15853,14981,3
15854,14982,2
15855,14983,4
15856,14984,2
15857,14985,4
15732,14986,
15733,14987,
15848,14988,
15867,14997,3
15868,14998,2
15869,14999,3
15870,15000,2
15871,15001,3
15872,15002,2
15873,15003,4
15874,15004,4
15875,15005,4
15876,15006,2
15877,15007,2
15878,15008,2
15879,15009,4
15880,15010,3
15881,15011,3
15882,15012,4
15884,15013,5
15885,15014,5
15887,15015,4
15888,15016,2
15889,15017,2
15891,15018,2
15892,15019,2
15893,15020,2
15894,15021,2
15895,15022,3
15896,15023,3
15897,15024,2
15898,15025,4
15899,15026,2
15900,15027,3
15901,15028,3
15902,15029,3
15903,15030,3
15904,15031,4
15905,15032,4
15906,15033,3
15907,15034,4
15908,15035,3
15909,15036,3
15910,15037,3
15911,15038,3
15912,15039,3
15913,15040,4
15914,15041,3
15915,15042,2
15917,15043,2
15918,15044,2
15919,15045,2
15920,15046,3
15921,15047,3
15922,15048,3
15923,15049,3
15924,15050,4
15925,15051,4
15926,15052,4
15927,15053,2
15928,15054,2
15929,15055,3
15930,15056,3
15931,15057,2
15932,15058,4
15933,15059,3
15936,15060,3
15937,15061,3
15938,15062,4
15939,15063,4
15940,15064,2
15941,15065,3
15942,15066,3
15943,15067,2
15944,15068,3
15945,15069,3
15946,15070,2
15947,15071,5
15949,15072,4
15950,15073,5
15951,15074,4
15952,15075,5
15954,15076,2
15955,15077,2
15956,15078,3
15957,15079,4
15958,15080,3
15959,15081,4
15960,15082,3
15961,15083,3
15962,15084,2
15963,15085,3
15964,15086,3
15965,15087,2
15966,15088,3
15967,15089,4
15968,15090,3
15970,15091,3
15971,15092,3
15972,15093,5
15973,15094,3
15974,15095,5
15975,15096,3
15976,15097,3
15977,15098,4
15978,15099,2
15980,15100,3
15981,15101,4
15982,15102,2
15983,15103,3
15984,15104,3
15986,15105,4
15987,15106,3
15988,15107,3
15990,15108,3
15991,15109,3
15992,15110,2
